14509403	CONN	28	77	up
14510527	CONN	77	28	up
14510527	CONN	77	28	down
14510987	CONN	28	77	down
14511779	CONN	77	28	up
14511779	CONN	77	28	down
14515910	CONN	40	38	up
14516187	CONN	77	28	up
14516187	CONN	77	28	down
14516560	CONN	40	38	down
14517635	CONN	38	28	up
14517707	CONN	28	38	up
14517721	CONN	73	84	up
14517721	CONN	73	20	up
14517721	CONN	73	50	up
14517721	CONN	73	84	down
14518444	CONN	64	15	up
14518444	CONN	64	15	down
14518986	CONN	76	11	up
14518986	CONN	76	11	down
14519487	CONN	2	69	up
14519487	CONN	2	69	down
14519956	CONN	76	41	up
14519991	CONN	2	69	up
14519991	CONN	2	69	down
14520262	CONN	73	20	down
14520262	CONN	73	50	down
14520361	CONN	40	80	up
14520361	CONN	40	80	down
14520536	CONN	38	64	up
14520701	CONN	40	38	up
14520893	CONN	28	64	up
14520991	CONN	73	50	up
14521316	CONN	73	20	up
14521528	CONN	28	38	down
14521779	CONN	64	38	up
14521779	CONN	64	28	up
14522092	CONN	64	38	down
14522092	CONN	64	28	down
14522153	CONN	28	64	down
14522187	CONN	38	64	down
14522187	CONN	38	28	down
14522294	CONN	40	38	down
14522505	CONN	38	29	up
14522505	CONN	38	29	down
14522680	CONN	31	77	up
14522830	CONN	77	31	up
14523792	CONN	77	95	up
14523792	CONN	77	14	up
14523792	CONN	77	95	down
14524045	CONN	28	95	up
14524074	CONN	76	41	down
14524142	CONN	31	14	up
14524279	CONN	13	95	up
14524383	CONN	28	13	up
14524383	CONN	28	13	down
14525002	CONN	56	31	up
14525002	CONN	56	90	up
14525002	CONN	56	77	up
14525002	CONN	56	15	up
14525002	CONN	56	31	down
14525002	CONN	56	90	down
14525002	CONN	56	77	down
14525089	CONN	31	90	up
14525339	CONN	28	15	up
14525339	CONN	28	56	up
14525363	CONN	77	90	up
14525406	CONN	56	95	up
14525406	CONN	56	28	up
14525427	CONN	40	38	up
14525536	CONN	13	15	up
14526089	CONN	56	38	up
14526380	CONN	38	95	up
14526380	CONN	38	15	up
14526380	CONN	38	56	up
14526380	CONN	38	28	up
14526818	CONN	49	22	up
14526818	CONN	49	76	up
14526818	CONN	49	22	down
14526907	CONN	76	49	up
14527012	CONN	28	38	up
14527346	CONN	56	95	down
14527448	CONN	49	35	up
14527514	CONN	80	95	up
14527514	CONN	80	13	up
14527514	CONN	80	95	down
14527522	CONN	31	14	down
14527556	CONN	77	14	down
14527662	CONN	28	13	up
14527686	CONN	56	81	up
14527686	CONN	56	81	down
14527784	CONN	81	14	up
14527784	CONN	81	96	up
14527784	CONN	81	1	up
14527784	CONN	81	14	down
14527980	CONN	13	80	up
14527980	CONN	13	28	up
14527980	CONN	13	95	down
14528329	CONN	13	15	down
14528490	CONN	2	78	up
14528505	CONN	93	14	up
