3711806	CONN	76	3	up
3711977	CONN	3	76	up
3711977	CONN	3	76	down
3712855	CONN	94	70	up
3712855	CONN	94	70	down
3713238	CONN	3	76	up
3713748	CONN	88	70	up
3713905	CONN	70	88	up
3714137	CONN	9	4	up
3714137	CONN	9	4	down
3715109	CONN	38	74	up
3715325	CONN	71	83	up
3715325	CONN	71	83	down
3715596	CONN	45	30	up
3715596	CONN	45	30	down
3715809	CONN	83	45	up
3715904	CONN	84	53	down
3715916	CONN	45	83	up
3715952	CONN	34	45	up
3715952	CONN	34	83	up
3716132	CONN	83	11	up
3716132	CONN	83	34	up
3716238	CONN	45	34	up
3716238	CONN	45	11	up
3716238	CONN	45	54	up
3716271	CONN	34	54	up
3716301	CONN	11	83	up
3716301	CONN	11	45	up
3716301	CONN	11	54	up
3716301	CONN	11	34	up
3716315	CONN	72	30	up
3716451	CONN	83	54	up
3716634	CONN	72	19	up
3716634	CONN	72	30	down
3716634	CONN	72	19	down
3716663	CONN	94	12	up
3716698	CONN	38	74	down
3717007	CONN	94	38	up
3717007	CONN	94	12	down
3717014	CONN	38	94	up
3717128	CONN	27	12	up
3717128	CONN	27	12	down
3717252	CONN	62	9	up
3717281	CONN	9	62	up
3717364	CONN	3	76	down
3717421	CONN	20	38	up
3717421	CONN	20	38	down
3717554	CONN	64	30	up
3717784	CONN	84	12	up
3717784	CONN	84	12	down
3717842	CONN	34	11	up
3717879	CONN	62	9	down
3717903	CONN	3	76	up
3717966	CONN	38	94	down
3718092	CONN	20	27	up
3718092	CONN	20	27	down
3718119	CONN	84	27	up
3718153	CONN	27	84	up
3718153	CONN	27	84	down
3718343	CONN	94	80	up
3718343	CONN	94	17	up
3718343	CONN	94	74	up
3718343	CONN	94	38	down
3718538	CONN	62	9	up
3718612	CONN	38	74	up
3718612	CONN	38	74	down
3718656	CONN	94	80	down
3719378	CONN	45	34	down
3719378	CONN	45	11	down
3719378	CONN	45	83	down
3719378	CONN	45	54	down
3719386	CONN	88	12	up
3719386	CONN	88	12	down
3719444	CONN	27	70	up
3719444	CONN	27	88	up
3719444	CONN	27	84	up
3719567	CONN	70	27	up
3719567	CONN	70	84	up
3719649	CONN	60	69	up
3719649	CONN	60	69	down
3719652	CONN	94	17	down
3719727	CONN	88	84	up
3719727	CONN	88	27	up
3719745	CONN	84	88	up
3719745	CONN	84	70	up
3719941	CONN	45	11	up
3719941	CONN	45	34	up
3719941	CONN	45	54	up
3719941	CONN	45	83	up
3719966	CONN	94	74	down
3720083	CONN	69	60	up
3720094	CONN	76	3	down
3720109	CONN	62	9	down
3720305	CONN	94	12	up
3720407	CONN	3	76	down
3720665	CONN	94	95	up
3720665	CONN	94	80	up
3720665	CONN	94	95	down
3720665	CONN	94	80	down
3720710	CONN	69	60	down
3720739	CONN	9	62	down
3720805	CONN	95	94	up
3720805	CONN	95	94	down
3720840	CONN	38	94	up
3720840	CONN	38	12	up
3720840	CONN	38	94	down
3720840	CONN	38	12	down
3721003	CONN	88	16	up
3721028	CONN	84	27	down
3721075	CONN	64	30	down
3721157	CONN	16	84	up
3721162	CONN	38	74	up
3721341	CONN	84	88	down
3721380	CONN	76	3	up
3721380	CONN	76	3	down
3721383	CONN	9	29	up
3721428	CONN	27	53	up
3721428	CONN	27	53	down
3721647	CONN	72	3	up
3721647	CONN	72	3	down
3721676	CONN	84	53	up
3721676	CONN	84	53	down
3721705	CONN	64	12	up
3721705	CONN	64	12	down
3721723	CONN	9	12	up
3721852	CONN	60	69	up
3721852	CONN	16	12	up
3721993	CONN	84	70	down
3722045	CONN	48	74	up
3722045	CONN	48	38	up
3722046	CONN	88	12	up
3722046	CONN	88	17	up
3722046	CONN	88	48	up
3722046	CONN	88	12	down
3722046	CONN	88	16	down
3722046	CONN	88	17	down
3722046	CONN	88	84	down
3722046	CONN	88	27	down
3722046	CONN	88	48	down
3722099	CONN	70	27	down
3722106	CONN	95	80	up
3722106	CONN	95	80	down
3722110	CONN	38	48	up
3722282	CONN	69	60	up
3722282	CONN	16	88	up
3722282	CONN	16	92	up
3722282	CONN	69	60	down
3722282	CONN	16	88	down
3722312	CONN	84	27	up
3722312	CONN	84	42	up
3722372	CONN	27	70	down
3722372	CONN	27	88	down
3722383	CONN	48	88	up
3722383	CONN	48	88	down
3722444	CONN	45	11	down
3722484	CONN	70	12	up
3722484	CONN	70	42	up
3722484	CONN	70	53	up
3722484	CONN	70	12	down
3722484	CONN	70	42	down
3722484	CONN	70	53	down
3722484	CONN	70	84	down
3722563	CONN	34	11	down
3722582	CONN	11	83	down
3722582	CONN	11	45	down
3722582	CONN	11	54	down
3722582	CONN	11	34	down
3722645	CONN	76	72	up
3722645	CONN	76	72	down
3722662	CONN	64	92	up
3722662	CONN	64	92	down
3722704	CONN	16	94	up
3722704	CONN	16	42	up
3722704	CONN	16	48	up
3722704	CONN	16	94	down
3722704	CONN	16	42	down
3722704	CONN	16	48	down
3722730	CONN	83	11	down
3722766	CONN	9	94	up
3722766	CONN	9	42	up
3722766	CONN	9	12	down
3722766	CONN	9	94	down
3722766	CONN	9	42	down
3722882	CONN	34	45	down
3722904	CONN	72	49	up
3722933	CONN	94	12	down
3722956	CONN	49	72	up
3722956	CONN	49	72	down
3722971	CONN	84	16	up
3723018	CONN	16	12	down
3723345	CONN	16	92	down
3723345	CONN	16	84	down
3723492	CONN	73	53	up
3723693	CONN	95	80	up
3723805	CONN	49	72	up
3723805	CONN	49	72	down
3723911	CONN	84	16	down
3724134	CONN	34	45	up
3724165	CONN	72	30	up
3724165	CONN	72	30	down
3724236	CONN	64	92	up
3724405	CONN	7	27	up
3724484	CONN	72	49	down
3724563	CONN	94	12	up
3724563	CONN	94	12	down
3724572	CONN	64	9	up
3724572	CONN	64	12	up
3724572	CONN	64	29	up
3724572	CONN	64	9	down
3724572	CONN	64	12	down
3724572	CONN	64	29	down
3724664	CONN	9	64	up
3724664	CONN	9	64	down
3724793	CONN	20	7	up
3724793	CONN	20	7	down
3724873	CONN	84	27	down
3724873	CONN	84	42	down
3724916	CONN	48	74	down
3724916	CONN	48	38	down
3724953	CONN	45	34	down
3724968	CONN	38	48	down
3724978	CONN	95	80	down
3724982	CONN	16	96	up
3724982	CONN	16	68	up
3724982	CONN	16	12	up
3724982	CONN	16	96	down
3724982	CONN	16	68	down
3724982	CONN	16	12	down
3725023	CONN	27	84	down
3725038	CONN	7	27	down
3725139	CONN	96	52	up
3725260	CONN	48	92	up
3725260	CONN	48	12	up
3725260	CONN	48	92	down
3725260	CONN	48	12	down
3725291	CONN	9	29	down
3725371	CONN	81	52	up
3725396	CONN	34	35	up
3725396	CONN	34	35	down
3725681	CONN	7	20	up
3725681	CONN	7	20	down
3725693	CONN	81	84	up
3725693	CONN	81	84	down
3725724	CONN	35	34	up
3725724	CONN	35	34	down
3725780	CONN	9	29	up
3725812	CONN	96	84	up
3725812	CONN	96	81	up
3725812	CONN	96	84	down
3725956	CONN	95	12	up
3725956	CONN	95	20	up
3725956	CONN	95	42	up
3725956	CONN	95	12	down
3725957	CONN	84	92	up
3725957	CONN	84	96	up
3725957	CONN	84	81	up
3725957	CONN	84	52	up
3725957	CONN	84	12	up
3725957	CONN	84	92	down
3725957	CONN	84	96	down
3725957	CONN	84	81	down
3725957	CONN	84	52	down
3726003	CONN	73	62	up
3726003	CONN	73	53	down
3726003	CONN	73	62	down
3726010	CONN	49	41	up
3726010	CONN	49	41	down
3726035	CONN	34	45	down
3726035	CONN	34	83	down
3726035	CONN	34	54	down
3726109	CONN	68	12	up
3726136	CONN	9	68	up
3726136	CONN	9	12	up
3726158	CONN	96	52	down
3726214	CONN	45	34	up
3726228	CONN	88	16	up
3726258	CONN	16	70	up
3726258	CONN	16	88	up
3726281	CONN	90	95	up
3726281	CONN	90	95	down
3726288	CONN	95	90	up
3726288	CONN	95	90	down
3726305	CONN	70	16	up
3726322	CONN	81	52	down
3726357	CONN	20	95	up
3726357	CONN	20	42	up
3726357	CONN	20	80	up
3726357	CONN	20	95	down
3726364	CONN	57	26	down
3726446	CONN	68	92	up
3726610	CONN	34	45	up
3726610	CONN	34	83	up
3726610	CONN	34	54	up
3726638	CONN	95	17	up
3726638	CONN	95	20	down
3726642	CONN	49	37	up
3726642	CONN	49	37	down
3726646	CONN	37	49	up
3726688	CONN	81	12	up
3726688	CONN	81	62	up
3726688	CONN	81	96	up
3726688	CONN	81	12	down
3726711	CONN	20	7	up
3726711	CONN	20	42	down
3726711	CONN	20	7	down
3726711	CONN	20	80	down
3726719	CONN	62	96	up
3726798	CONN	96	62	up
3726805	CONN	9	68	down
3726923	CONN	84	68	up
3726930	CONN	27	7	up
3726959	CONN	7	27	up
3726960	CONN	37	49	down
3727019	CONN	69	60	up
3727035	CONN	62	84	up
3727066	CONN	26	57	down
3727104	CONN	68	9	up
3727104	CONN	68	9	down
3727119	CONN	9	12	down
3727119	CONN	9	29	down
3727135	CONN	96	84	up
3727231	CONN	25	64	up
3727231	CONN	25	92	up
3727231	CONN	25	4	up
3727281	CONN	84	62	up
3727281	CONN	84	96	up
3727281	CONN	84	68	down
3727281	CONN	84	12	down
3727284	CONN	11	35	up
3727284	CONN	11	35	down
3727296	CONN	35	11	up
3727296	CONN	35	11	down
3727299	CONN	95	74	up
3727370	CONN	81	68	up
3727370	CONN	81	84	up
3727370	CONN	81	68	down
3727377	CONN	62	81	up
3727464	CONN	64	25	up
3727464	CONN	64	25	down
3727544	CONN	25	64	down
3727599	CONN	84	81	up
3727634	CONN	35	37	up
3727634	CONN	35	37	down
3727648	CONN	49	28	up
3727648	CONN	49	56	up
3727648	CONN	49	9	up
3727648	CONN	49	28	down
3727648	CONN	49	56	down
3727651	CONN	69	26	up
3727705	CONN	81	84	down
3727751	CONN	83	45	down
3727755	CONN	68	64	up
3727755	CONN	9	49	up
3727755	CONN	9	49	down
3727786	CONN	96	84	down
3727795	CONN	45	11	up
3727815	CONN	64	68	up
3727815	CONN	64	12	up
3727815	CONN	64	92	down
3727820	CONN	60	26	up
3727887	CONN	56	14	up
3727887	CONN	56	14	down
3727911	CONN	7	56	up
3727911	CONN	7	80	up
3727911	CONN	7	56	down
3727917	CONN	84	14	up
3727917	CONN	84	62	down
3727917	CONN	84	96	down
3727917	CONN	84	81	down
3727917	CONN	84	14	down
3727927	CONN	26	60	up
3727957	CONN	95	56	up
3727957	CONN	95	42	down
3728016	CONN	62	84	down
3728016	CONN	62	81	down
3728022	CONN	81	14	up
3728022	CONN	81	62	down
3728022	CONN	81	96	down
3728080	CONN	68	84	up
3728080	CONN	68	84	down
3728103	CONN	38	28	up
3728104	CONN	96	14	up
3728104	CONN	96	14	down
3728104	CONN	96	81	down
3728123	CONN	14	62	up
3728123	CONN	14	96	up
3728123	CONN	14	81	up
3728123	CONN	14	62	down
3728123	CONN	14	96	down
3728214	CONN	27	84	up
3728214	CONN	27	84	down
3728234	CONN	84	13	up
3728242	CONN	7	27	down
3728252	CONN	56	95	up
3728252	CONN	56	13	up
3728252	CONN	56	17	up
3728252	CONN	56	74	up
3728254	CONN	26	69	up
3728319	CONN	13	56	up
3728319	CONN	13	17	up
3728319	CONN	13	56	down
3728328	CONN	95	13	up
3728328	CONN	95	28	up
3728328	CONN	95	74	down
3728328	CONN	95	17	down
3728328	CONN	95	13	down
3728328	CONN	95	56	down
3728328	CONN	95	28	down
3728336	CONN	81	14	down
3728401	CONN	53	84	up
3728407	CONN	68	96	up
3728407	CONN	68	42	up
3728407	CONN	68	96	down
3728407	CONN	68	42	down
3728434	CONN	45	11	down
3728436	CONN	38	95	up
3728436	CONN	38	95	down
3728437	CONN	14	81	down
3728445	CONN	96	12	up
3728445	CONN	96	68	up
3728445	CONN	96	52	up
3728445	CONN	96	12	down
3728445	CONN	96	68	down
3728445	CONN	96	52	down
3728488	CONN	64	96	up
3728488	CONN	64	42	up
3728488	CONN	44	37	up
3728488	CONN	64	96	down
